WP5 Country,Country,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,"Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014"
042 Benin,Benin,2014,3.34741926193237,7.47539949417114,0.506091296672821,50.3971710205078,0.77554577589035,-0.0617536604404449,0.854826927185059,0.589645087718964,0.273385256528854,0.574232161045074,,,,,,,,,
095 Bhutan,Bhutan,2013,5.569091796875,8.91261291503906,0.818948984146118,59.2757415771484,0.810201466083527,0.356255978345871,0.802428126335144,0.778723418712616,0.217349901795387,0.979500770568848,,,,,,,,,
095 Bhutan,Bhutan,2014,4.9385781288147,8.96282386779785,0.880341947078705,59.6475601196289,0.834222495555878,0.270761489868164,0.650338470935822,0.858864307403564,0.324097871780396,0.958492338657379,,,,,,,,,
096 Bolivia,Bolivia,2006,5.37398624420166,8.45871448516846,0.834279954433441,56.4257736206055,0.770134747028351,-0.036800891160965,0.794484198093414,0.739242613315582,0.431944966316223,0.536309421062469,-0.392398148775101,-0.685567200183868,,,,,,,
096 Bolivia,Bolivia,2007,5.62841939926147,8.48677349090576,0.796136498451233,56.7110633850098,0.779935240745544,0.00785406678915024,0.816993951797485,0.771074533462524,0.387786239385605,0.506285905838013,-0.418243706226349,-0.677085936069489,,,,,,,
096 Bolivia,Bolivia,2008,5.29787254333496,8.53028106689453,0.7852623462677,56.9920120239258,0.725619733333588,-0.0848232880234718,0.801420390605927,0.780654430389404,0.392079621553421,0.441821098327637,-0.375534474849701,-0.73979526758194,,,,,,,
096 Bolivia,Bolivia,2009,6.08557939529419,8.5472297668457,0.83131992816925,57.2694473266602,0.778938591480255,-0.0293517503887415,0.762604534626007,0.796764373779297,0.372369289398193,0.468150496482849,-0.280197978019714,-0.804328560829163,0.144024059176445,,,,,,
096 Bolivia,Bolivia,2010,5.78062009811401,8.57147121429443,0.807185590267181,57.5420989990234,0.703341066837311,-0.0618753209710121,0.781342506408691,0.766099572181702,0.349597334861755,0.376929044723511,-0.259231269359589,-0.69653195142746,0.10417777299881,,,,,,
096 Bolivia,Bolivia,2011,5.77887439727783,8.60552406311035,0.816782832145691,57.8086547851562,0.781673729419708,-0.0327683798968792,0.82485431432724,0.760786294937134,0.361485540866852,0.334731668233871,-0.282067358493805,-0.686830580234528,,,,,,,
096 Bolivia,Bolivia,2012,6.0188946723938,8.63948726654053,0.780819416046143,58.0686950683594,0.862379670143127,-0.0086147952824831,0.839701414108276,0.782481372356415,0.408880144357681,0.435292631387711,-0.317424356937408,-0.738286733627319,,,,,,,
